Date,Open,High,Low,Close,Adj_Close,Volume,MA_20,Daily_Return,Volatility_20,MA_50,High_Low_Range,Momentum_5,Close_Lag_1,Close_Lag_7
2018-07-11,24789.48,24815.16,24663.82,24700.45,24700.45,237370000,24584.396999999997,-0.00879666897541942,0.006803039324894766,24657.597999999998,151.34000000000015,525.630000000001,24919.66,24271.41
2018-07-12,24802.9,24939.97,24802.9,24924.89,24924.89,233150000,24570.5815,0.009086474133062294,0.00712190426598358,24674.1148,137.0699999999997,568.1499999999978,24700.45,24307.18
2018-07-13,24926.07,25043.21,24890.06,25019.41,25019.41,255520000,24562.786500000002,0.003792193265446775,0.007185337158487817,24696.003399999998,153.14999999999782,562.9300000000003,24924.89,24174.82
2018-07-16,25025.58,25072.41,24979.64,25064.36,25064.36,231270000,24561.480499999998,0.0017966051157880525,0.007161470956372062,24718.6876,92.77000000000044,287.77000000000044,25019.41,24356.74
2018-07-17,25033.92,25155.39,24989.61,25119.89,25119.89,250450000,24568.1015,0.002215496426000829,0.0071113396039906565,24735.8352,165.77999999999884,200.22999999999956,25064.36,24456.48
2018-07-18,25133.79,25215.32,25101.12,25199.29,25199.29,252870000,24593.0555,0.003160841866743924,0.0065674097794335695,24752.6746,114.20000000000073,498.84000000000015,25119.89,24776.59
2018-07-19,25139.15,25154.17,25052.62,25064.5,25064.5,285760000,24613.3905,-0.005348960228641397,0.006696064660892991,24766.7604,101.54999999999927,139.61000000000058,25199.29,24919.66
2018-07-20,25041.14,25124.1,24986.35,25058.12,25058.12,274080000,24643.211499999998,-0.00025454327834195656,0.006377735650860606,24777.072,137.75,38.70999999999913,25064.5,24700.45
2018-07-23,25036.9,25081.45,24983.33,25044.29,25044.29,228820000,24666.3815,-0.0005519169035824723,0.006329594201638029,24783.167199999996,98.11999999999898,-20.06999999999971,25058.12,24924.89
2018-07-24,25092.43,25286.62,25092.43,25241.94,25241.94,274940000,24715.838499999998,0.0078920185000253,0.005535970550593113,24791.3826,194.1899999999987,122.04999999999927,25044.29,25019.41
2018-07-25,25183.7,25432.87,25113.55,25414.1,25414.1,273670000,24772.388,0.006820394945871833,0.005634685507922694,24801.6764,319.3199999999997,214.80999999999767,25241.94,25064.36
2018-07-26,25468.55,25587.24,25463.16,25527.07,25527.07,297530000,24842.862,0.004445170200794157,0.005224123636675526,24818.0896,124.08000000000175,462.5699999999997,25414.1,25119.89
2018-07-27,25520.52,25580.22,25370.07,25451.06,25451.06,329680000,24904.6125,-0.002977623362179771,0.005373350179545502,24831.732200000002,210.15000000000146,392.9400000000023,25527.07,25199.29
2018-07-30,25439.32,25500.16,25287.38,25306.83,25306.83,296880000,24956.383500000004,-0.005666954539418012,0.005676069138679548,24843.5892,212.77999999999884,262.5400000000009,25451.06,25064.5
2018-07-31,25345.21,25490.98,25345.21,25415.19,25415.19,348700000,25011.784,0.004281848022845924,0.005694302323184721,24857.591200000003,145.77000000000044,173.25,25306.83,25058.12
2018-08-01,25461.63,25488.8,25278.32,25333.82,25333.82,315880000,25069.734,-0.0032016286323257592,0.0055551894291147935,24864.0018,210.47999999999956,-80.27999999999884,25415.19,25044.29
2018-08-02,25256.45,25360.48,25120.07,25326.16,25326.16,307700000,25118.205,-0.0003023626125077117,0.005446724718051633,24873.8368,240.40999999999985,-200.90999999999985,25333.82,25241.94
2018-08-03,25360.37,25467.9,25325.17,25462.58,25462.58,239020000,25168.51,0.005386525237146111,0.0054808267636748485,24885.352199999998,142.7300000000032,11.520000000000437,25326.16,25414.1
2018-08-06,25437.43,25540.02,25381.38,25502.18,25502.18,238990000,25204.789500000003,0.0015552233905598012,0.00482356926201583,24899.1606,158.63999999999942,195.34999999999854,25462.58,25527.07
2018-08-07,25551.65,25692.72,25551.65,25628.91,25628.91,239910000,25240.252,0.004969379088376025,0.0047888650154414595,24916.677000000003,141.0699999999997,213.72000000000116,25502.18,25451.06
2018-08-08,25615.72,25634.11,25557.48,25583.75,25583.75,217770000,25284.416999999998,-0.0017620725969227369,0.004224437682333411,24941.123,76.63000000000102,249.9300000000003,25628.91,25306.83
2018-08-09,25589.79,25613.31,25492.69,25509.23,25509.23,214970000,25313.634,-0.0029127864367030076,0.003974878466452245,24957.952,120.62000000000262,183.0699999999997,25583.75,25415.19
2018-08-10,25401.19,25401.19,25222.88,25313.14,25313.14,234480000,25328.320499999998,-0.007687021521229798,0.004383601845104663,24975.898,178.30999999999767,-149.44000000000233,25509.23,25333.82
2018-08-13,25327.19,25381.39,25153.93,25187.7,25187.7,219990000,25334.4875,-0.0049555290256364515,0.004543124837235511,24986.9478,227.45999999999913,-314.47999999999956,25313.14,25326.16
2018-08-14,25215.69,25339.51,25201.87,25299.92,25299.92,219210000,25343.488999999998,0.004455349237921569,0.004620930592699555,24996.672399999996,137.63999999999942,-328.9900000000016,25187.7,25462.58
2018-08-15,25235.37,25235.37,24965.77,25162.41,25162.41,295810000,25341.645,-0.005435195052000075,0.004745507093200276,25003.920999999995,269.59999999999854,-421.34000000000015,25299.92,25502.18
2018-08-16,25294.97,25607.34,25294.97,25558.73,25558.73,342430000,25366.3565,0.01575047859088219,0.00574787225899196,25012.1678,312.369999999999,49.5,25162.41,25628.91
2018-08-17,25550.8,25728.16,25521.66,25669.32,25669.32,284160000,25396.9165,0.0043268973067127625,0.005786721889794912,25020.726000000002,206.5,356.1800000000003,25558.73,25583.75
2018-08-20,25727.7,25790.17,25716.41,25758.69,25758.69,248570000,25432.6365,0.0034815881371224044,0.005791946808920265,25029.569199999998,73.7599999999984,570.989999999998,25669.32,25509.23
2018-08-21,25786.99,25888.82,25784.9,25822.29,25822.29,241620000,25461.654000000002,0.0024690696615394803,0.005596822206776629,25039.568799999997,103.91999999999825,522.3700000000026,25758.69,25313.14
2018-08-22,25825.06,25836.16,25722.43,25733.6,25733.6,200480000,25477.628999999997,-0.00343462953905338,0.00551940557224012,25047.8262,113.72999999999956,571.1899999999987,25822.29,25187.7
2018-08-23,25714.86,25762.56,25608.02,25656.98,25656.98,213270000,25484.124499999998,-0.002977430285696525,0.005499540918222346,25056.9418,154.54000000000087,98.25,25733.6,25299.92
2018-08-24,25688.58,25826.05,25688.58,25790.35,25790.35,200330000,25501.089,0.005198195578747011,0.005549215485475014,25069.2426,137.46999999999753,121.02999999999884,25656.98,25162.41
